	mH3	mH1	mH2	thetahS	thetahX	thetaSX	vs	vx
265	133.55555555555554	81.75757575757576	125.09	1.352	1.175	-0.407	120.0	890.0
266	133.55555555555554	83.0	125.09	1.352	1.175	-0.407	120.0	890.0
267	133.55555555555554	84.24242424242425	125.09	1.352	1.175	-0.407	120.0	890.0
268	133.55555555555554	85.48484848484848	125.09	1.352	1.175	-0.407	120.0	890.0
269	133.55555555555554	86.72727272727273	125.09	1.352	1.175	-0.407	120.0	890.0
270	133.55555555555554	87.96969696969697	125.09	1.352	1.175	-0.407	120.0	890.0
271	133.55555555555554	89.21212121212122	125.09	1.352	1.175	-0.407	120.0	890.0
272	133.55555555555554	90.45454545454545	125.09	1.352	1.175	-0.407	120.0	890.0
273	133.55555555555554	91.6969696969697	125.09	1.352	1.175	-0.407	120.0	890.0
274	133.55555555555554	92.93939393939394	125.09	1.352	1.175	-0.407	120.0	890.0
275	133.55555555555554	94.18181818181819	125.09	1.352	1.175	-0.407	120.0	890.0
276	133.55555555555554	95.42424242424242	125.09	1.352	1.175	-0.407	120.0	890.0
277	133.55555555555554	96.66666666666667	125.09	1.352	1.175	-0.407	120.0	890.0
278	133.55555555555554	97.9090909090909	125.09	1.352	1.175	-0.407	120.0	890.0
279	133.55555555555554	99.15151515151516	125.09	1.352	1.175	-0.407	120.0	890.0
280	133.55555555555554	100.39393939393939	125.09	1.352	1.175	-0.407	120.0	890.0
281	133.55555555555554	101.63636363636364	125.09	1.352	1.175	-0.407	120.0	890.0
282	133.55555555555554	102.87878787878788	125.09	1.352	1.175	-0.407	120.0	890.0
283	133.55555555555554	104.12121212121212	125.09	1.352	1.175	-0.407	120.0	890.0
284	133.55555555555554	105.36363636363636	125.09	1.352	1.175	-0.407	120.0	890.0
285	133.55555555555554	106.60606060606061	125.09	1.352	1.175	-0.407	120.0	890.0
286	133.55555555555554	107.84848484848484	125.09	1.352	1.175	-0.407	120.0	890.0
287	133.55555555555554	109.0909090909091	125.09	1.352	1.175	-0.407	120.0	890.0
288	133.55555555555554	110.33333333333333	125.09	1.352	1.175	-0.407	120.0	890.0
289	133.55555555555554	111.57575757575758	125.09	1.352	1.175	-0.407	120.0	890.0
290	133.55555555555554	112.81818181818181	125.09	1.352	1.175	-0.407	120.0	890.0
291	133.55555555555554	114.06060606060606	125.09	1.352	1.175	-0.407	120.0	890.0
292	133.55555555555554	115.3030303030303	125.09	1.352	1.175	-0.407	120.0	890.0
293	133.55555555555554	116.54545454545455	125.09	1.352	1.175	-0.407	120.0	890.0
294	133.55555555555554	117.78787878787878	125.09	1.352	1.175	-0.407	120.0	890.0
295	133.55555555555554	119.03030303030303	125.09	1.352	1.175	-0.407	120.0	890.0
296	133.55555555555554	120.27272727272728	125.09	1.352	1.175	-0.407	120.0	890.0
297	133.55555555555554	121.51515151515152	125.09	1.352	1.175	-0.407	120.0	890.0
298	133.55555555555554	122.75757575757576	125.09	1.352	1.175	-0.407	120.0	890.0
299	133.55555555555554	124.0	125.09	1.352	1.175	-0.407	120.0	890.0
300	137.33333333333334	1.0	125.09	1.352	1.175	-0.407	120.0	890.0
301	137.33333333333334	2.242424242424242	125.09	1.352	1.175	-0.407	120.0	890.0
302	137.33333333333334	3.484848484848485	125.09	1.352	1.175	-0.407	120.0	890.0
303	137.33333333333334	4.7272727272727275	125.09	1.352	1.175	-0.407	120.0	890.0
304	137.33333333333334	5.96969696969697	125.09	1.352	1.175	-0.407	120.0	890.0
305	137.33333333333334	7.212121212121212	125.09	1.352	1.175	-0.407	120.0	890.0
306	137.33333333333334	8.454545454545455	125.09	1.352	1.175	-0.407	120.0	890.0
307	137.33333333333334	9.696969696969697	125.09	1.352	1.175	-0.407	120.0	890.0
308	137.33333333333334	10.93939393939394	125.09	1.352	1.175	-0.407	120.0	890.0
309	137.33333333333334	12.181818181818182	125.09	1.352	1.175	-0.407	120.0	890.0
310	137.33333333333334	13.424242424242424	125.09	1.352	1.175	-0.407	120.0	890.0
311	137.33333333333334	14.666666666666666	125.09	1.352	1.175	-0.407	120.0	890.0
312	137.33333333333334	15.90909090909091	125.09	1.352	1.175	-0.407	120.0	890.0
313	137.33333333333334	17.151515151515152	125.09	1.352	1.175	-0.407	120.0	890.0
314	137.33333333333334	18.393939393939394	125.09	1.352	1.175	-0.407	120.0	890.0
315	137.33333333333334	19.636363636363637	125.09	1.352	1.175	-0.407	120.0	890.0
316	137.33333333333334	20.87878787878788	125.09	1.352	1.175	-0.407	120.0	890.0
317	137.33333333333334	22.12121212121212	125.09	1.352	1.175	-0.407	120.0	890.0
318	137.33333333333334	23.363636363636363	125.09	1.352	1.175	-0.407	120.0	890.0
319	137.33333333333334	24.606060606060606	125.09	1.352	1.175	-0.407	120.0	890.0
320	137.33333333333334	25.848484848484848	125.09	1.352	1.175	-0.407	120.0	890.0
321	137.33333333333334	27.09090909090909	125.09	1.352	1.175	-0.407	120.0	890.0
322	137.33333333333334	28.333333333333332	125.09	1.352	1.175	-0.407	120.0	890.0
323	137.33333333333334	29.575757575757574	125.09	1.352	1.175	-0.407	120.0	890.0
324	137.33333333333334	30.81818181818182	125.09	1.352	1.175	-0.407	120.0	890.0
325	137.33333333333334	32.06060606060606	125.09	1.352	1.175	-0.407	120.0	890.0
326	137.33333333333334	33.303030303030305	125.09	1.352	1.175	-0.407	120.0	890.0
327	137.33333333333334	34.54545454545455	125.09	1.352	1.175	-0.407	120.0	890.0
328	137.33333333333334	35.78787878787879	125.09	1.352	1.175	-0.407	120.0	890.0
329	137.33333333333334	37.03030303030303	125.09	1.352	1.175	-0.407	120.0	890.0
330	137.33333333333334	38.27272727272727	125.09	1.352	1.175	-0.407	120.0	890.0
